Epsilon;Brute Force;Dichotomy;Fibonacci;
1;3419;124;
0.5;7326;137;
0.25;13239;143;
0.125;27310;157;
0.0625;51162;153;
0.03125;103130;163;
0.015625;209800;177;
0.0078125;427231;193;
0.00390625;850055;207;
0.00195312;1.74062e+06;253;
0.000976562;3.5046e+06;316;
0.000488281;7.04899e+06;377;
0.000244141;1.39285e+07;392;
0.00012207;2.82292e+07;437;
